customer_id,gender,is_senior_citizen,partner,dependents,phone_service,internet_service,contract_type,payment_type,monthly_charges,total_charges,churn,is_female,has_churned,has_phone,has_internet,has_phone_and_internet,partner_dependents,tenure,average_monthly,phone_services_description,internet_services_description,contact_type_description,tenure_month,service_types,tenure_years,Auto or Non-Auto
2683-JXWQQ,Male,0,Yes,Yes,0,1,0,Bank transfer (automatic),33.6,2117.2,No,FALSE,FALSE,FALSE,TRUE,FALSE,3,63.01190476,70.39038486,No Phone Service,DSL,Month-to-Month,63,Internet,5 years,Auto
2684-EIWEO,Female,1,No,No,2,2,0,Credit card (automatic),91.7,2758.15,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,0,30.07797165,103.7625253,Two or More Lines,Fiber Optic,Month-to-Month,30,Phone and Internet,3 years,Auto
2685-SREOM,Female,0,Yes,Yes,2,2,0,Electronic check,89.1,2368.4,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,3,26.58136925,262.203354,Two or More Lines,Fiber Optic,Month-to-Month,27,Phone and Internet,3 years,Non-Auto
2688-BHGOG,Male,1,No,No,1,2,0,Electronic check,79.55,718.55,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,9.032683847,148.4786576,One Line,Fiber Optic,Month-to-Month,9,Phone and Internet,< 1 year,Non-Auto
2690-DVRVK,Male,0,Yes,Yes,1,0,1,Electronic check,20.55,99.45,No,FALSE,FALSE,TRUE,FALSE,FALSE,3,4.839416058,11.18910823,One Line,No Internet Service,1 Year,5,Phone,< 1 year,Non-Auto
2691-NZETQ,Male,0,No,No,2,2,0,Electronic check,85.35,758.6,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,0,8.888107791,11.51396002,Two or More Lines,Fiber Optic,Month-to-Month,9,Phone and Internet,< 1 year,Non-Auto
2692-AQCPF,Female,0,Yes,No,2,2,1,Credit card (automatic),108.05,7118.9,No,TRUE,FALSE,TRUE,TRUE,TRUE,1,65.88523832,244.9340043,Two or More Lines,Fiber Optic,1 Year,66,Phone and Internet,5 years,Auto
2692-BUCFV,Male,1,No,No,1,2,0,Bank transfer (automatic),101.45,2948.6,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,29.06456382,2948.6,One Line,Fiber Optic,Month-to-Month,29,Phone and Internet,3 years,Auto
2692-PFYTJ,Female,0,No,No,2,0,0,Mailed check,25.75,25.75,No,TRUE,FALSE,TRUE,FALSE,FALSE,0,1,2.137659797,Two or More Lines,No Internet Service,Month-to-Month,1,Phone,< 1 year,Non-Auto
2694-CIUMO,Female,0,No,No,2,2,0,Credit card (automatic),79.55,958.25,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,12.04588309,17.74537037,Two or More Lines,Fiber Optic,Month-to-Month,12,Phone and Internet,2 years,Auto
2696-ECXKC,Female,0,Yes,Yes,2,2,1,Mailed check,100.9,5448.6,No,TRUE,FALSE,TRUE,TRUE,TRUE,3,54,434.4173927,Two or More Lines,Fiber Optic,1 Year,54,Phone and Internet,5 years,Non-Auto
2696-NARTR,Male,0,No,No,1,2,0,Electronic check,73.85,926.25,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,0,12.5423155,14.24169071,One Line,Fiber Optic,Month-to-Month,13,Phone and Internet,2 years,Non-Auto
2696-RZVZW,Male,0,Yes,No,2,0,2,Credit card (automatic),25.05,1629.2,No,FALSE,FALSE,TRUE,FALSE,FALSE,1,65.03792415,48.47590697,Two or More Lines,No Internet Service,2 Year,65,Phone,5 years,Auto
2697-NQBPF,Male,0,No,No,2,2,0,Electronic check,105.35,3540.65,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,33.60844803,3540.65,Two or More Lines,Fiber Optic,Month-to-Month,34,Phone and Internet,3 years,Non-Auto
2700-LUEVA,Male,0,No,No,1,0,0,Credit card (automatic),20.75,20.75,No,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,0.5740260912,One Line,No Internet Service,Month-to-Month,1,Phone,< 1 year,Auto
2703-AMTUL,Male,0,Yes,Yes,1,1,1,Mailed check,53.65,1939.35,No,FALSE,FALSE,TRUE,TRUE,TRUE,3,36.14818267,125.9902552,One Line,DSL,1 Year,36,Phone and Internet,5 years,Non-Auto
2706-QZIHY,Female,0,Yes,No,2,0,2,Mailed check,25.2,387.9,No,TRUE,FALSE,TRUE,FALSE,FALSE,1,15.39285714,38.19835081,Two or More Lines,No Internet Service,2 Year,15,Phone,2 years,Non-Auto
2709-UQGNP,Male,0,No,No,1,1,0,Mailed check,51.65,524.5,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,10.15488867,174.79236,One Line,DSL,Month-to-Month,10,Phone and Internet,< 1 year,Non-Auto
2710-WYVXG,Female,0,No,No,1,1,2,Mailed check,71.1,213.35,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,3.000703235,213.35,One Line,DSL,2 Year,3,Phone and Internet,< 1 year,Non-Auto
2712-SYWAY,Female,0,No,No,2,0,0,Electronic check,25.7,25.7,No,TRUE,FALSE,TRUE,FALSE,FALSE,0,1,0.6230259175,Two or More Lines,No Internet Service,Month-to-Month,1,Phone,< 1 year,Non-Auto
2716-GFZOR,Male,0,Yes,No,1,2,0,Credit card (automatic),86.1,3551.65,No,FALSE,FALSE,TRUE,TRUE,TRUE,1,41.25029036,435.2725092,One Line,Fiber Optic,Month-to-Month,41,Phone and Internet,5 years,Auto
2717-HVIZY,Female,0,No,Yes,1,0,0,Mailed check,20.05,163.6,No,TRUE,FALSE,TRUE,FALSE,FALSE,2,8.159600998,41.44052863,One Line,No Internet Service,Month-to-Month,8,Phone,< 1 year,Non-Auto
2718-GAXQD,Female,1,Yes,Yes,1,1,0,Electronic check,46,181.6,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,3,3.947826087,2.565396951,One Line,DSL,Month-to-Month,4,Phone and Internet,< 1 year,Non-Auto
2718-YSKCS,Male,0,Yes,Yes,1,0,2,Bank transfer (automatic),19.6,1387.45,No,FALSE,FALSE,TRUE,FALSE,FALSE,3,70.78826531,80.09853443,One Line,No Internet Service,2 Year,71,Phone,5 years,Auto
2719-BDAQO,Male,0,No,No,1,2,0,Electronic check,93.85,1625.65,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,0,17.32179009,291.2189113,One Line,Fiber Optic,Month-to-Month,17,Phone and Internet,2 years,Non-Auto
2720-FVBQP,Female,0,Yes,Yes,2,1,0,Credit card (automatic),48.95,273.25,No,TRUE,FALSE,TRUE,TRUE,TRUE,3,5.582226762,141.3621354,Two or More Lines,DSL,Month-to-Month,6,Phone and Internet,< 1 year,Auto
2720-WGKHP,Male,1,No,No,2,2,0,Electronic check,94,181.7,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,0,1.932978723,181.7,Two or More Lines,Fiber Optic,Month-to-Month,2,Phone and Internet,< 1 year,Non-Auto
2722-JMONI,Female,1,Yes,No,1,1,0,Electronic check,49.55,49.55,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,0.7583487853,One Line,DSL,Month-to-Month,1,Phone and Internet,< 1 year,Non-Auto
2722-VOJQL,Male,0,No,No,2,2,1,Credit card (automatic),105.65,6903.1,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,0,65.33932797,172.7586052,Two or More Lines,Fiber Optic,1 Year,65,Phone and Internet,5 years,Auto
2724-FJDYW,Male,0,No,Yes,0,1,1,Bank transfer (automatic),54.85,2191.7,No,FALSE,FALSE,FALSE,TRUE,FALSE,2,39.95806746,48.71205422,No Phone Service,DSL,1 Year,40,Internet,5 years,Auto
2725-IWWBA,Male,0,Yes,Yes,1,1,1,Mailed check,56.9,2560.1,No,FALSE,FALSE,TRUE,TRUE,TRUE,3,44.99297012,2560.1,One Line,DSL,1 Year,45,Phone and Internet,5 years,Non-Auto
2725-KXXWT,Male,0,Yes,No,1,2,0,Electronic check,90.75,90.75,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,1,1,1.276386232,One Line,Fiber Optic,Month-to-Month,1,Phone and Internet,< 1 year,Non-Auto
2725-TTRIQ,Female,0,Yes,Yes,2,1,2,Bank transfer (automatic),84.2,5986.55,No,TRUE,FALSE,TRUE,TRUE,TRUE,3,71.09916865,184.819038,Two or More Lines,DSL,2 Year,71,Phone and Internet,5 years,Auto
2729-VNVAP,Female,0,Yes,Yes,1,0,2,Credit card (automatic),19.8,641.35,No,TRUE,FALSE,TRUE,FALSE,FALSE,3,32.39141414,19.47336267,One Line,No Internet Service,2 Year,32,Phone,3 years,Auto
2731-GJRDG,Female,0,No,No,2,2,1,Bank transfer (automatic),109.55,3608,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,32.934733,709.1466922,Two or More Lines,Fiber Optic,1 Year,33,Phone and Internet,3 years,Auto
2732-ISEZX,Female,0,No,No,1,0,0,Mailed check,20.5,104.3,No,TRUE,FALSE,TRUE,FALSE,FALSE,0,5.087804878,55.1997076,One Line,No Internet Service,Month-to-Month,5,Phone,< 1 year,Non-Auto
2737-WFVYW,Female,0,No,No,0,1,0,Electronic check,45.25,85.5,Yes,TRUE,TRUE,FALSE,TRUE,FALSE,0,1.889502762,37.40915263,No Phone Service,DSL,Month-to-Month,2,Internet,< 1 year,Non-Auto
2737-YNGYW,Female,0,No,No,1,2,0,Electronic check,80.55,184.1,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,0,2.285536934,10.35057651,One Line,Fiber Optic,Month-to-Month,2,Phone and Internet,< 1 year,Non-Auto
2739-CACDQ,Female,1,No,No,2,2,0,Credit card (automatic),82.65,1470.05,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,17.78644888,245.2091598,Two or More Lines,Fiber Optic,Month-to-Month,18,Phone and Internet,2 years,Auto
2739-CCZMB,Male,0,No,Yes,1,0,0,Credit card (automatic),20.35,122,No,FALSE,FALSE,TRUE,FALSE,FALSE,2,5.995085995,12.92429927,One Line,No Internet Service,Month-to-Month,6,Phone,< 1 year,Auto
2740-JFBOK,Male,0,No,No,2,0,0,Electronic check,24,226.55,No,FALSE,FALSE,TRUE,FALSE,FALSE,0,9.439583333,226.55,Two or More Lines,No Internet Service,Month-to-Month,9,Phone,< 1 year,Non-Auto
2740-TVLFN,Male,0,No,No,2,1,0,Electronic check,50.15,50.15,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,1,1.194350677,Two or More Lines,DSL,Month-to-Month,1,Phone and Internet,< 1 year,Non-Auto
2746-DIJLO,Female,0,No,No,2,1,1,Credit card (automatic),56.3,2364,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,41.98934281,38.48192928,Two or More Lines,DSL,1 Year,42,Phone and Internet,5 years,Auto
2748-MYRVK,Female,0,No,No,2,2,1,Bank transfer (automatic),99.9,6137,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,0,61.43143143,294.5,Two or More Lines,Fiber Optic,1 Year,61,Phone and Internet,5 years,Auto
2749-CTKAJ,Male,0,Yes,Yes,1,0,1,Mailed check,20.15,419.9,No,FALSE,FALSE,TRUE,FALSE,FALSE,3,20.83870968,9.204673826,One Line,No Internet Service,1 Year,21,Phone,2 years,Non-Auto
2750-BJLSB,Female,0,No,No,1,2,1,Electronic check,103.7,4730.6,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,45.61812922,73.04121607,One Line,Fiber Optic,1 Year,46,Phone and Internet,5 years,Non-Auto
2753-JMMCV,Male,0,No,No,2,1,2,Credit card (automatic),74.2,4805.65,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,64.76617251,529.7296214,Two or More Lines,DSL,2 Year,65,Phone and Internet,5 years,Auto
2754-SDJRD,Female,1,No,No,2,2,0,Credit card (automatic),100.15,908.55,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,9.071892162,92.96427343,Two or More Lines,Fiber Optic,Month-to-Month,9,Phone and Internet,< 1 year,Auto
2754-VDLTR,Male,0,No,Yes,2,2,0,Electronic check,95.2,930.4,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,2,9.773109244,101.163005,Two or More Lines,Fiber Optic,Month-to-Month,10,Phone and Internet,< 1 year,Non-Auto
2754-XBHTB,Female,0,No,No,1,2,0,Bank transfer (automatic),77.65,714.15,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,0,9.197037991,19.59283364,One Line,Fiber Optic,Month-to-Month,9,Phone and Internet,< 1 year,Auto
2758-RNWXS,Male,0,No,No,1,2,1,Electronic check,89.2,3251.3,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,36.44955157,1468.392443,One Line,Fiber Optic,1 Year,36,Phone and Internet,5 years,Non-Auto
2761-OCIAX,Male,1,No,No,1,2,0,Electronic check,74.7,165.4,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,0,2.214190094,19.30557351,One Line,Fiber Optic,Month-to-Month,2,Phone and Internet,< 1 year,Non-Auto
2761-XECQW,Male,1,Yes,No,0,1,0,Mailed check,43.35,371.4,No,FALSE,FALSE,FALSE,TRUE,FALSE,1,8.567474048,15.70892442,No Phone Service,DSL,Month-to-Month,9,Internet,< 1 year,Non-Auto
2770-NSVDG,Male,0,Yes,No,0,1,0,Electronic check,29.1,688,No,FALSE,FALSE,FALSE,TRUE,FALSE,1,23.64261168,19.21514793,No Phone Service,DSL,Month-to-Month,24,Internet,3 years,Non-Auto
2773-MADBQ,Female,0,No,No,0,1,2,Mailed check,53.1,1901.25,No,TRUE,FALSE,FALSE,TRUE,FALSE,0,35.80508475,27.96399263,No Phone Service,DSL,2 Year,36,Internet,5 years,Non-Auto
2773-OVBPK,Male,0,Yes,No,2,2,2,Bank transfer (automatic),111.3,7567.2,No,FALSE,FALSE,TRUE,TRUE,TRUE,1,67.98921833,499.4484304,Two or More Lines,Fiber Optic,2 Year,68,Phone and Internet,5 years,Auto
2774-LVQUS,Female,1,Yes,No,2,2,0,Electronic check,83.05,1258.3,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,1,15.15111379,#DIV/0!,Two or More Lines,Fiber Optic,Month-to-Month,15,Phone and Internet,2 years,Non-Auto
2775-SEFEE,Male,0,No,Yes,2,1,2,Bank transfer (automatic),61.9,,No,FALSE,FALSE,TRUE,TRUE,TRUE,2,0,0,Two or More Lines,DSL,2 Year,0,Phone and Internet,< 1 year,Auto
2777-PHDEI,Female,0,No,No,1,2,0,Electronic check,78.05,78.05,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,0,1,3.141928343,One Line,Fiber Optic,Month-to-Month,1,Phone and Internet,< 1 year,Non-Auto
2778-OCLGR,Male,1,Yes,No,0,1,0,Bank transfer (automatic),39.1,971.3,Yes,FALSE,TRUE,FALSE,TRUE,FALSE,1,24.84143223,44.82061142,No Phone Service,DSL,Month-to-Month,25,Internet,3 years,Auto
2782-JEEBU,Male,0,No,No,0,1,0,Mailed check,36,780.15,No,FALSE,FALSE,FALSE,TRUE,FALSE,0,21.67083333,76.44588182,No Phone Service,DSL,Month-to-Month,22,Internet,2 years,Non-Auto
2782-LFZVW,Female,0,No,No,2,1,0,Mailed check,58.95,601.6,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,10.20525869,12.08994418,Two or More Lines,DSL,Month-to-Month,10,Phone and Internet,< 1 year,Non-Auto
2786-GCDPI,Female,1,No,No,2,2,0,Electronic check,104.95,5222.35,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,49.76036208,375.924158,Two or More Lines,Fiber Optic,Month-to-Month,50,Phone and Internet,5 years,Non-Auto
2788-CJQAQ,Male,0,No,No,1,0,1,Mailed check,19.45,270.2,No,FALSE,FALSE,TRUE,FALSE,FALSE,0,13.89203085,4.259222843,One Line,No Internet Service,1 Year,14,Phone,2 years,Non-Auto
2789-CZANW,Female,0,Yes,Yes,2,2,2,Bank transfer (automatic),110.3,6997.3,No,TRUE,FALSE,TRUE,TRUE,TRUE,3,63.43880326,2215.260264,Two or More Lines,Fiber Optic,2 Year,63,Phone and Internet,5 years,Auto
2789-HQBOU,Male,0,No,No,1,2,0,Electronic check,80.35,253.8,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,3.158680772,3.597178613,One Line,Fiber Optic,Month-to-Month,3,Phone and Internet,< 1 year,Non-Auto
2790-XUYMV,Male,0,No,Yes,2,2,1,Credit card (automatic),85.45,6028.95,No,FALSE,FALSE,TRUE,TRUE,TRUE,2,70.55529549,510.1127126,Two or More Lines,Fiber Optic,1 Year,71,Phone and Internet,5 years,Auto
2791-SFVEW,Female,0,No,No,1,0,0,Bank transfer (automatic),20.15,238.15,No,TRUE,FALSE,TRUE,FALSE,FALSE,0,11.81885856,238.15,One Line,No Internet Service,Month-to-Month,12,Phone,2 years,Auto
2792-LSHWX,Female,0,No,No,1,2,0,Mailed check,83.4,83.4,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,1,22.21832359,One Line,Fiber Optic,Month-to-Month,1,Phone and Internet,< 1 year,Non-Auto
2792-VPPET,Male,0,No,No,1,0,0,Electronic check,20.5,76.95,No,FALSE,FALSE,TRUE,FALSE,FALSE,0,3.753658537,1.460823585,One Line,No Internet Service,Month-to-Month,4,Phone,< 1 year,Non-Auto
2794-XIMMO,Male,0,Yes,No,0,1,1,Electronic check,60.45,3184.25,Yes,FALSE,TRUE,FALSE,TRUE,FALSE,1,52.6757651,68.52096592,No Phone Service,DSL,1 Year,53,Internet,5 years,Non-Auto
2796-NNUFI,Female,0,Yes,Yes,1,0,2,Mailed check,19.95,927.1,No,TRUE,FALSE,TRUE,FALSE,FALSE,3,46.47117794,15.20441349,One Line,No Internet Service,2 Year,46,Phone,5 years,Non-Auto
2796-UUZZO,Male,0,Yes,Yes,1,2,0,Credit card (automatic),80.3,4896.35,No,FALSE,FALSE,TRUE,TRUE,TRUE,3,60.97571606,69.78713137,One Line,Fiber Optic,Month-to-Month,61,Phone and Internet,5 years,Auto
2798-NYLMZ,Male,0,Yes,No,2,2,2,Credit card (automatic),108.55,7616,No,FALSE,FALSE,TRUE,TRUE,TRUE,1,70.16121603,1546.163934,Two or More Lines,Fiber Optic,2 Year,70,Phone and Internet,5 years,Auto
2799-ARNLO,Female,1,Yes,No,1,2,0,Electronic check,69.35,341.6,No,TRUE,FALSE,TRUE,TRUE,TRUE,1,4.925739005,4.942655343,One Line,Fiber Optic,Month-to-Month,5,Phone and Internet,< 1 year,Non-Auto
2799-TSLAG,Female,0,Yes,Yes,2,0,2,Bank transfer (automatic),25.3,1748.55,No,TRUE,FALSE,TRUE,FALSE,FALSE,3,69.11264822,41.53010692,Two or More Lines,No Internet Service,2 Year,69,Phone,5 years,Auto
2800-QQUSO,Male,0,No,No,2,2,0,Electronic check,100.3,4222.95,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,42.10319043,1325.768637,Two or More Lines,Fiber Optic,Month-to-Month,42,Phone and Internet,5 years,Non-Auto
2800-VEQXM,Female,0,No,No,1,2,0,Mailed check,74.75,238.1,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,3.185284281,9.702332221,One Line,Fiber Optic,Month-to-Month,3,Phone and Internet,< 1 year,Non-Auto
2801-NISEI,Male,0,No,No,1,1,0,Electronic check,54.95,1348.5,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,24.54049136,20.41977378,One Line,DSL,Month-to-Month,25,Phone and Internet,3 years,Non-Auto
2804-ETQDK,Male,0,No,Yes,1,0,2,Mailed check,20.55,1357.1,No,FALSE,FALSE,TRUE,FALSE,FALSE,2,66.03892944,56.54583333,One Line,No Internet Service,2 Year,66,Phone,5 years,Non-Auto
2805-AUFQN,Female,0,No,No,1,0,2,Credit card (automatic),19.8,475.2,No,TRUE,FALSE,TRUE,FALSE,FALSE,0,24,8.451822267,One Line,No Internet Service,2 Year,24,Phone,3 years,Auto
2805-EDJPQ,Female,0,Yes,Yes,2,2,1,Credit card (automatic),99.75,5608.4,No,TRUE,FALSE,TRUE,TRUE,TRUE,3,56.2245614,109.635228,Two or More Lines,Fiber Optic,1 Year,56,Phone and Internet,5 years,Auto
2806-MLNTI,Male,1,Yes,No,2,2,1,Bank transfer (automatic),105.1,5376.4,No,FALSE,FALSE,TRUE,TRUE,TRUE,1,51.15509039,220.7010222,Two or More Lines,Fiber Optic,1 Year,51,Phone and Internet,5 years,Auto
2808-CHTDM,Female,0,Yes,Yes,2,0,2,Mailed check,25.1,611.45,No,TRUE,FALSE,TRUE,FALSE,FALSE,3,24.36055777,22.33911799,Two or More Lines,No Internet Service,2 Year,24,Phone,3 years,Non-Auto
2809-ILCYT,Female,0,Yes,No,2,0,1,Mailed check,26.8,733.55,No,TRUE,FALSE,TRUE,FALSE,FALSE,1,27.37126866,22.29310999,Two or More Lines,No Internet Service,1 Year,27,Phone,3 years,Non-Auto
2809-ZMYOQ,Female,0,No,No,2,2,0,Electronic check,101.35,3334.9,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,32.9047854,219.4099508,Two or More Lines,Fiber Optic,Month-to-Month,33,Phone and Internet,3 years,Non-Auto
2810-FTLEM,Female,0,No,No,1,1,0,Electronic check,50.15,762.25,Yes,TRUE,TRUE,TRUE,TRUE,TRUE,0,15.19940179,31.6448863,One Line,DSL,Month-to-Month,15,Phone and Internet,2 years,Non-Auto
2811-POVEX,Female,1,Yes,Yes,1,2,0,Bank transfer (automatic),88.45,2130.55,No,TRUE,FALSE,TRUE,TRUE,TRUE,3,24.08762012,85.27827897,One Line,Fiber Optic,Month-to-Month,24,Phone and Internet,3 years,Auto
2812-ENYMO,Male,0,No,No,0,1,1,Credit card (automatic),54.55,1362.85,No,FALSE,FALSE,FALSE,TRUE,FALSE,0,24.98350137,29.60149767,No Phone Service,DSL,1 Year,25,Internet,3 years,Auto
2812-REYAT,Female,0,Yes,No,1,0,1,Bank transfer (automatic),20.05,923.1,No,TRUE,FALSE,TRUE,FALSE,FALSE,1,46.03990025,923.1,One Line,No Internet Service,1 Year,46,Phone,5 years,Auto
2812-SFXMJ,Male,0,No,Yes,1,0,0,Mailed check,20.05,20.05,No,FALSE,FALSE,TRUE,FALSE,FALSE,2,1,4.243785779,One Line,No Internet Service,Month-to-Month,1,Phone,< 1 year,Non-Auto
2815-CPTUL,Male,1,No,No,1,2,0,Mailed check,70.25,331.9,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,0,4.72455516,6.288256263,One Line,Fiber Optic,Month-to-Month,5,Phone and Internet,< 1 year,Non-Auto
2817-LVCPP,Female,0,No,No,1,0,2,Credit card (automatic),19.4,1023.95,No,TRUE,FALSE,TRUE,FALSE,FALSE,0,52.78092784,78.12549832,One Line,No Internet Service,2 Year,53,Phone,5 years,Auto
2817-NTQDO,Male,0,No,No,0,1,0,Credit card (automatic),45.55,597,Yes,FALSE,TRUE,FALSE,TRUE,FALSE,0,13.1064764,21.87900552,No Phone Service,DSL,Month-to-Month,13,Internet,2 years,Auto
2819-GWENI,Female,0,Yes,Yes,1,0,1,Mailed check,19.9,543,No,TRUE,FALSE,TRUE,FALSE,FALSE,3,27.28643216,11.46352979,One Line,No Internet Service,1 Year,27,Phone,3 years,Non-Auto
2821-WARNZ,Female,0,No,Yes,1,0,1,Credit card (automatic),19.45,921.3,No,TRUE,FALSE,TRUE,FALSE,FALSE,2,47.36760925,52.1433637,One Line,No Internet Service,1 Year,47,Phone,5 years,Auto
2823-LKABH,Female,0,No,No,2,2,0,Bank transfer (automatic),95.05,1679.4,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,17.66859548,23.87519126,Two or More Lines,Fiber Optic,Month-to-Month,18,Phone and Internet,2 years,Auto
2824-DXNKN,Female,0,Yes,Yes,2,1,2,Bank transfer (automatic),71.45,5025.85,No,TRUE,FALSE,TRUE,TRUE,TRUE,3,70.34079776,144.4449444,Two or More Lines,DSL,2 Year,70,Phone and Internet,5 years,Auto
2824-MYYBN,Female,0,Yes,Yes,2,2,0,Electronic check,95.25,3314.15,No,TRUE,FALSE,TRUE,TRUE,TRUE,3,34.79422572,448.0003175,Two or More Lines,Fiber Optic,Month-to-Month,35,Phone and Internet,3 years,Non-Auto
2826-DXLQO,Male,1,Yes,No,0,1,0,Bank transfer (automatic),29.8,220.45,No,FALSE,FALSE,FALSE,TRUE,FALSE,1,7.397651007,4.752474277,No Phone Service,DSL,Month-to-Month,7,Internet,< 1 year,Auto
2826-UWHIS,Male,0,Yes,No,2,2,0,Bank transfer (automatic),81.4,3775.85,No,FALSE,FALSE,TRUE,TRUE,TRUE,1,46.38636364,196.2386672,Two or More Lines,Fiber Optic,Month-to-Month,46,Phone and Internet,5 years,Auto
2828-SLQPF,Male,0,No,No,1,1,0,Bank transfer (automatic),45,865.85,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,19.24111111,29.96125481,One Line,DSL,Month-to-Month,19,Phone and Internet,2 years,Auto
2829-HYVZP,Male,0,No,No,1,0,1,Mailed check,19.8,572.2,No,FALSE,FALSE,TRUE,FALSE,FALSE,0,28.8989899,9.218514068,One Line,No Internet Service,1 Year,29,Phone,3 years,Non-Auto
2830-LEWOA,Male,0,Yes,Yes,1,2,1,Credit card (automatic),103.9,6449.15,No,FALSE,FALSE,TRUE,TRUE,TRUE,3,62.0707411,1481.93234,One Line,Fiber Optic,1 Year,62,Phone and Internet,5 years,Auto
2831-EBWRN,Male,0,No,No,1,1,0,Electronic check,45.9,199.75,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,4.351851852,5.190945844,One Line,DSL,Month-to-Month,4,Phone and Internet,< 1 year,Non-Auto
2832-KJCRD,Female,0,No,No,2,2,0,Electronic check,103.65,3988.5,No,TRUE,FALSE,TRUE,TRUE,TRUE,0,38.4804631,1382.772648,Two or More Lines,Fiber Optic,Month-to-Month,38,Phone and Internet,5 years,Non-Auto
2832-SCUCO,Female,0,No,No,1,0,0,Electronic check,19.9,57.4,No,TRUE,FALSE,TRUE,FALSE,FALSE,0,2.884422111,57.4,One Line,No Internet Service,Month-to-Month,3,Phone,< 1 year,Non-Auto
2833-SLKDQ,Male,0,No,No,1,1,0,Mailed check,45.05,45.05,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,0,1,2.981894873,One Line,DSL,Month-to-Month,1,Phone and Internet,< 1 year,Non-Auto
2834-JKOOW,Female,0,No,No,0,1,1,Mailed check,45.9,693.45,No,TRUE,FALSE,FALSE,TRUE,FALSE,0,15.10784314,9.947660694,No Phone Service,DSL,1 Year,15,Internet,2 years,Non-Auto
2834-JRTUA,Male,0,No,No,2,2,2,Electronic check,108.05,7532.15,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,0,69.70985655,145.6667736,Two or More Lines,Fiber Optic,2 Year,70,Phone and Internet,5 years,Non-Auto
2834-SPCJV,Male,0,Yes,No,1,2,0,Electronic check,84.1,4348.65,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,1,51.70808561,2320.403682,One Line,Fiber Optic,Month-to-Month,52,Phone and Internet,5 years,Non-Auto
2839-RFSQE,Female,0,No,No,1,0,0,Mailed check,20.65,38.7,Yes,TRUE,TRUE,TRUE,FALSE,FALSE,0,1.87409201,1.61578853,One Line,No Internet Service,Month-to-Month,2,Phone,< 1 year,Non-Auto
2840-XANRC,Male,1,Yes,No,1,2,0,Electronic check,93.15,2231.05,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,1,23.95115405,53.1756872,One Line,Fiber Optic,Month-to-Month,24,Phone and Internet,3 years,Non-Auto
2842-BCQGE,Male,0,No,No,2,2,0,Credit card (automatic),75.35,3161.4,No,FALSE,FALSE,TRUE,TRUE,TRUE,0,41.95620438,1811.854014,Two or More Lines,Fiber Optic,Month-to-Month,42,Phone and Internet,5 years,Auto
2842-JTCCU,Male,0,No,No,1,1,0,Bank transfer (automatic),46.05,80.35,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,0,1.744842562,3.277976606,One Line,DSL,Month-to-Month,2,Phone and Internet,< 1 year,Auto
